little_index,middle_index,middle_little,ring_index,ring_little,ring_middle,thumb_index,thumb_little,thumb_middle,thumb_ring
57.99999999999999,57.00000000000001,58.00000000000001,76.0,81.0,78.0,63.0,62.0,62.0,85.0
59.999999999999986,57.999999999999986,51.0,59.0,61.0,60.999999999999986,56.00000000000001,53.0,48.99999999999999,64.0
59.999999999999986,63.0,57.00000000000001,67.0,71.0,74.0,60.0,55.99999999999999,57.999999999999986,74.0
55.00000000000001,55.99999999999999,56.99999999999999,52.000000000000014,59.0,63.99999999999999,53.99999999999998,57.00000000000001,60.0,53.99999999999999
50.0,63.000000000000014,63.0,54.99999999999999,55.00000000000001,59.0,53.99999999999999,46.00000000000001,57.99999999999999,59.00000000000001
